start,end,today,deviceid,state,lgaa,wards,farmer-sex,age,type-farming,crops-grown,crops-grown/cassava,crops-grown/maize,crops-grown/cocoa,crops-grown/plantain,crops-grown/kolanut,crops-grown/oil-palm,crops-grown/cashew,crops-grown/banana,crops-grown/yam,crops-grown/pineapple,crops-grown/vegetables,farm_gps,_farm_gps_latitude,_farm_gps_longitude,_farm_gps_altitude,_farm_gps_precision,owner_ship,farm_seedling,farm_seed,seedling_name,cultivation_practiced,fertilizer_practice,fertilizer_yes/fertilizer-type,size-farm-plot,cooperative_part,experience,start_date_of_planting,end_date_of_planting,highest_quantity,proposed_sell,previous_harvested,lowest_quantity,amount_sold,means_buy_sell,access-internet,access-water,access-storage,store_yes/storage-facility,sell-produce,market_sell_buy,marketing-product,yield-price,standard-living,farm-sense,farm-picture,data-collector,meta/instanceID,_id,_uuid,_submission_time,_index,_parent_table_name,_parent_index,_tags,_notes,_version,_duration,_submitted_by,_xform_id
2018-12-27T11:06:15.615+01,2018-12-28T21:34:04.930+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,25,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.209411756008074 5.154920310893091 331.3308908195943 4.0,7.209411756,5.154920311,331.3308908,4,rentage,self_made,yes,,continous,no,,unit-100-100,no,15,3/30/2018,6/4/2018,7,450000,6,450000,380000,not_satisfied,no,yes,no,,off_takers,,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10583475?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545905335845.jpg,awoniyi_rugayah,uuid:d230f66c-03ec-4966-b765-7e97f2fce9c6,39339217,d230f66c-03ec-4966-b765-7e97f2fce9c6,12/28/2018 21:02,59,,-1,,,2.01812E+11,124069,denironyx,369774
2018-12-27T14:54:45.356+01,2018-12-28T21:06:24.148+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,25,commercial,kolanut,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.373910063758874 5.043300417755375 373.95126455971047 16.0,7.373910064,5.043300418,373.9512646,16,own,self_made,yes,,mixed,,,unit-50-100,no,6,2/4/2014,12/23/2018,4,800000,5,1000000,700000,satisfied,no,yes,no,,off_takers,,yes,disagree,disagree,agree,http://classic.ona.io/api/v1/files/10583476?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545919289228.jpg,awoniyi_rugayah,uuid:daaeb858-6e45-4101-8bc8-b779c52c06b2,39339238,daaeb858-6e45-4101-8bc8-b779c52c06b2,12/28/2018 21:04,60,,-1,,,2.01812E+11,108699,denironyx,369774
2018-12-27T15:08:30.140+01,2018-12-28T20:55:32.049+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,26,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.3733572259872355 5.044026661621461 377.2447180331353 6.0,7.373357226,5.044026662,377.244718,6,own,self_made,yes,,mixed,no,,unit-50-100,no,8,10/28/2018,8/30/2019,3,200000,2,140000,120000,satisfied,no,yes,yes,warehouse,off_takers,,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10583477?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545919866564.jpg,awoniyi_rugayah,uuid:927f91ef-43c1-45a8-baac-73bb19b23262,39339248,927f91ef-43c1-45a8-baac-73bb19b23262,12/28/2018 21:05,61,,-1,,,2.01812E+11,107222,denironyx,369774
2018-12-27T15:40:51.372+01,2018-12-28T20:42:42.036+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,29,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.374335404706865 5.04294417475777 372.2609631454398 8.0,7.374335405,5.042944175,372.2609631,8,own,self_made,yes,,continous,no,,unit-100-100,yes,10,5/28/2016,7/14/2021,9,6000000,6,4000000,3600000,satisfied,no,yes,yes,warehouse,off_takers,,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10583478?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545921887498.jpg,awoniyi_rugayah,uuid:92278121-041e-41c2-9118-c715ee48f50d,39339250,92278121-041e-41c2-9118-c715ee48f50d,12/28/2018 21:06,62,,-1,,,2.01812E+11,104511,denironyx,369774
2018-12-27T16:48:02.466+01,2018-12-28T20:23:55.420+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,58,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372994805828625 5.044758042555865 371.74149472826315 16.0,7.372994806,5.044758043,371.7414947,16,own,self_made,yes,,continous,no,,unit-100-100,no,25,2/17/2013,12/27/2018,5,4000000,3,2500000,1800000,not_satisfied,no,yes,yes,warehouse,off_takers,,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10583479?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545925802189.jpg,awoniyi_rugayah,uuid:dc46a7aa-ba7d-4c63-9c33-1e3cf8a904e3,39339291,dc46a7aa-ba7d-4c63-9c33-1e3cf8a904e3,12/28/2018 21:09,63,,-1,,,2.01812E+11,99353,denironyx,369774
2018-12-28T08:58:37.059+01,2018-12-28T20:16:30.471+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,65,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.213508068983976 5.160078949198066 356.6461197057127 4.0,7.213508069,5.160078949,356.6461197,4,rentage,self_made,yes,,continous,no,,unit-100-100,no,30,3/6/2018,2/28/2019,16,300000,12,250000,220000,not_satisfied,no,yes,no,,off_takers,,no,agree,agree,agree,http://classic.ona.io/api/v1/files/10583480?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545984377551.jpg,awoniyi_rugayah,uuid:da3f3557-0b3e-421d-b82d-2005596bc5b6,39339381,da3f3557-0b3e-421d-b82d-2005596bc5b6,12/28/2018 21:14,64,,-1,,,2.01812E+11,40673,denironyx,369774
2018-12-28T09:08:54.902+01,2018-12-28T20:15:08.334+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,65,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.216513803609784 5.1581713992764096 355.80492680880496 4.0,7.216513804,5.158171399,355.8049268,4,rentage,self_made,yes,,continous,yes,inorganic,unit-50-100,no,30,9/10/2018,8/30/2019,7,150000,8,200000,120000,not_satisfied,no,yes,no,,open_market,Alade,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10583481?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545985061829.jpg,awoniyi_rugayah,uuid:55fc3ec4-16aa-4ab1-a985-6fe4761b1420,39339389,55fc3ec4-16aa-4ab1-a985-6fe4761b1420,12/28/2018 21:15,65,,-1,,,2.01812E+11,39974,denironyx,369774
2018-12-28T09:23:30.557+01,2018-12-28T21:39:01.802+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,65,commercial,yam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7.216422539388679 5.158359898777538 360.60228559774976 4.0,7.216422539,5.158359899,360.6022856,4,rentage,self_made,yes,,mixed,yes,inorganic,unit-50-100,no,30,12/28/2018,4/28/2019,1,100000,1,100000,85000,satisfied,no,yes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10583482?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545985576526.jpg,awoniyi_rugayah,uuid:e8d72915-0162-4b6c-af4f-dae845c8a891,39339394,e8d72915-0162-4b6c-af4f-dae845c8a891,12/28/2018 21:16,66,,-1,,,2.01812E+11,44131,denironyx,369774
2018-12-28T09:41:01.184+01,2018-12-28T21:38:41.331+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,19,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.211237340739914 5.155339634501417 324.6484044181874 12.0,7.211237341,5.155339635,324.6484044,12,rentage,self_made,yes,,mixed,yes,inorganic,unit-50-100,no,5,7/23/2017,6/11/2018,1,70000,1,50000,65000,satisfied,no,yes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10583483?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545986933797.jpg,awoniyi_rugayah,uuid:cf3129a4-2646-48ec-ace7-e0991956ffdf,39339399,cf3129a4-2646-48ec-ace7-e0991956ffdf,12/28/2018 21:17,67,,-1,,,2.01812E+11,43060,denironyx,369774
2018-12-28T09:49:24.873+01,2018-12-28T21:38:21.208+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,45,commercial,oil-palm,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,7.212518216828275 5.155051913378656 313.0466797058145 16.0,7.212518217,5.155051913,313.0466797,16,rentage,self_made,yes,,continous,no,,unit-50-100,no,20,2/3/2014,3/4/2022,1,360000,1,400000,320000,satisfied,no,yes,yes,warehouse,open_market,Alade,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10583484?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545987531666.jpg,awoniyi_rugayah,uuid:c7c350ee-82f0-4033-a008-caab56fbf94a,39339401,c7c350ee-82f0-4033-a008-caab56fbf94a,12/28/2018 21:17,68,,-1,,,2.01812E+11,42537,denironyx,369774
2018-12-28T10:11:46.653+01,2018-12-28T21:38:12.342+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,37,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.211394256611183 5.1574436378715625 346.3475836872571 16.0,7.211394257,5.157443638,346.3475837,16,rentage,self_made,yes,,continous,no,,unit-120-120,no,13,5/28/2017,6/4/2018,22,400000,25,500000,450000,satisfied,no,yes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10583485?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545988606023.jpg,awoniyi_rugayah,uuid:0de9be09-3182-46a2-9013-a880b75d8f7c,39339413,0de9be09-3182-46a2-9013-a880b75d8f7c,12/28/2018 21:18,69,,-1,,,2.01812E+11,41186,denironyx,369774
2018-12-27T10:20:33.821+01,2018-12-28T22:20:57.950+01,12/27/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,40,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.209916118815727 5.167199195401708 345.7804060046498 16.0,7.209916119,5.167199195,345.780406,16,rentage,self_made,yes,,continous,no,,unit-100-100,no,15,3/27/2018,8/27/2019,15,400000,18,500000,340000,not_satisfied,no,yes,no,,open_market,Alade,yes,strongly_agree,strongly_agree,agree,http://classic.ona.io/api/v1/files/10583486?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545903020780.jpg,awoniyi_rugayah,uuid:5b9d8823-c64d-42d8-a702-d7171674d465,39339429,5b9d8823-c64d-42d8-a702-d7171674d465,12/28/2018 21:23,70,,-1,,,2.01812E+11,129624,denironyx,369774
2018-12-27T15:52:39.774+01,2018-12-28T22:21:06.207+01,12/27/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,43,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.373934740456576 5.043416696196964 386.8362177430777 32.0,7.37393474,5.043416696,386.8362177,32,rentage,self_made,yes,,continous,no,,unit-100-100,no,18,2/28/2014,1/10/2019,7,5000000,4,3200000,2600000,not_satisfied,no,yes,yes,warehouse,off_takers,,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10583487?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545922515349.jpg,awoniyi_rugayah,uuid:85bad541-b7d5-4dd7-bab0-1f1e89f65107,39339434,85bad541-b7d5-4dd7-bab0-1f1e89f65107,12/28/2018 21:25,71,,-1,,,2.01812E+11,109707,denironyx,369774
2018-12-28T11:18:15.593+01,2018-12-29T03:02:30.364+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,25,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.371750740819813 5.041837582813451 373.81468949038157 48.0,7.371750741,5.041837583,373.8146895,48,rentage,self_made,yes,,continous,no,,unit-100-100,no,8,3/19/2003,3/13/2018,2,550000,450000,500000,420000,not_satisfied,yes,sometimes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10584402?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545992497971.jpg,akindele_mutiu,uuid:2af99ff2-a213-4114-8b9c-ff8fffb93528,39343904,2af99ff2-a213-4114-8b9c-ff8fffb93528,12/29/2018 6:18,72,,-1,,,2.01812E+11,56655,denironyx,369774
2018-12-28T11:23:06.037+01,2018-12-29T03:02:15.346+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,25,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.3716473378480565 5.041769198763594 353.01432038909945 32.0,7.371647338,5.041769199,353.0143204,32,own,self_made,yes,,continous,no,,unit-120-120,no,8,4/17/2002,9/24/2018,2,580000,490000,550000,450000,not_satisfied,yes,sometimes,no,,off_takers,Owena Market,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10584403?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545992797961.jpg,akindele_mutiu,uuid:450583d2-7f79-47b2-aa56-c6d9c0bea93b,39343905,450583d2-7f79-47b2-aa56-c6d9c0bea93b,12/29/2018 6:18,73,,-1,,,2.01812E+11,56349,denironyx,369774
2018-12-28T11:43:03.565+01,2018-12-29T03:02:41.562+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,female,42,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.3724815179114636 5.0429145726847935 368.99048416571924 32.0,7.372481518,5.042914573,368.9904842,32,rentage,self_made,yes,,continous,no,,unit-100-100,no,10,4/17/2002,10/20/2018,2,600000,500000,550000,480000,not_satisfied,no,sometimes,no,,weekly_market,Owena Market,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10584404?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545993963304.jpg,akindele_mutiu,uuid:1810bdac-0eaf-472d-8515-5d6997afcafc,39343912,1810bdac-0eaf-472d-8515-5d6997afcafc,12/29/2018 6:19,74,,-1,,,2.01812E+11,55178,denironyx,369774
2018-12-28T13:06:36.206+01,2018-12-28T19:26:57.773+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,58,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372497609115845 5.0428078509700365 363.9812614162107 16.0,7.372497609,5.042807851,363.9812614,16,rentage,self_made,yes,,continous,no,,unit-100-100,no,20,4/18/2013,10/18/2018,2,600000,550000,600000,490000,not_satisfied,no,sometimes,no,,off_takers,,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10584406?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545998996977.jpg,akindele_mutiu,uuid:d3d09a12-cc34-4564-b3d0-1df0d21c0e2b,39343918,d3d09a12-cc34-4564-b3d0-1df0d21c0e2b,12/29/2018 6:20,75,,-1,,,2.01812E+11,22821,denironyx,369774
2018-12-28T13:11:11.254+01,2018-12-28T19:27:16.484+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,female,65,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.372482694885287 5.042861533964677 356.3128250871084 32.0,7.372482695,5.042861534,356.3128251,32,own,self_made,yes,,continous,no,,unit-100-100,no,25,4/16/2004,10/14/2018,2,550000,380000,450000,400000,not_satisfied,no,sometimes,no,,weekly_market,Owena and igbaraoke market,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10584407?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545999422868.jpg,akindele_mutiu,uuid:2913d61e-197e-4dd5-af8d-bdab46c7bb88,39343924,2913d61e-197e-4dd5-af8d-bdab46c7bb88,12/29/2018 6:20,76,,-1,,,2.01812E+11,22565,denironyx,369774
2018-12-28T13:17:37.685+01,2018-12-29T02:50:43.754+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,male,41,commercial,plantain,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.3726164823890254 5.042919252032452 360.1692598135528 32.0,7.372616482,5.042919252,360.1692598,32,rentage,self_made,,,continous,,,unit-120-120,no,15,5/20/2016,11/22/2018,7,750000,650000,700000,550000,not_satisfied,no,sometimes,no,,weekly_market,Igbaraoke market,yes,agree,agree,disagree,http://classic.ona.io/api/v1/files/10584409?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545999765946.jpg,akindele_mutiu,uuid:1e794e80-4de9-43e9-87e1-b1f0999b67f2,39343937,1e794e80-4de9-43e9-87e1-b1f0999b67f2,12/29/2018 6:21,77,,-1,,,2.01812E+11,48786,denironyx,369774
2018-12-28T13:19:24.584+01,2018-12-29T07:17:31.976+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,female,67,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.257783006823565 5.169176953266462 389.30954926307453 8.0,7.257783007,5.169176953,389.3095493,8,own,self_made,yes,,continous,no,,unit-120-120,no,30,3/10/2002,9/15/2018,2,650000,500000,550000,480000,not_satisfied,no,sometimes,no,,weekly_market,Owena market,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10584411?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1546063945267.jpg,akindele_mutiu,uuid:e9f253a3-5e00-4644-8c96-6e9106d247c1,39343982,e9f253a3-5e00-4644-8c96-6e9106d247c1,12/29/2018 6:22,78,,-1,,,2.01812E+11,64687,denironyx,369774
2018-12-28T13:25:01.988+01,2018-12-28T18:57:50.264+01,12/28/2018,3.51696E+14,ON,ifedore,igbaraoke_1,female,32,commercial,cocoa,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.3725357775237335 5.042854191855499 356.18133184623997 32.0,7.372535778,5.042854192,356.1813318,32,rentage,self_made,yes,,continous,no,,unit-100-100,no,10,5/17/2002,11/17/2018,2,650000,520000,550000,480000,not_satisfied,no,sometimes,no,,weekly_market,Owena and Igbaraoke  market,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10584413?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1546000229391.jpg,akindele_mutiu,uuid:0830581f-ccea-4457-9fcd-64b3d50ff132,39343998,0830581f-ccea-4457-9fcd-64b3d50ff132,12/29/2018 6:22,79,,-1,,,2.01812E+11,19969,denironyx,369774
2018-12-28T08:35:35.862+01,2018-12-28T08:45:37.722+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,25,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.214904912725688 5.156955627172654 346.65264297387137 8.0,7.214904913,5.156955627,346.652643,8,rentage,self_made,yes,,shifting,yes,inorganic,unit-100-100,no,12,3/28/2018,6/27/2018,1,120000,1,120000,150000,satisfied,yes,yes,no,,open_market,Oja Oba,yes,strongly_agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10584458?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545983119542.jpg,akindele_ahmed,uuid:ab298a53-b3b2-4ce8-af95-7343523028d6,39344570,ab298a53-b3b2-4ce8-af95-7343523028d6,12/29/2018 6:52,80,,-1,,,2.01812E+11,602,denironyx,369774
2018-12-28T09:07:57.922+01,2018-12-28T09:29:39.738+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,30,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.214497578688167 5.153304139554411 343.6417568322416 6.0,7.214497579,5.15330414,343.6417568,6,rentage,self_made,yes,,continous,yes,inorganic,unit-100-100,no,5,10/28/2018,10/28/2019,16,250000,13,250000,300000,not_satisfied,no,yes,no,,open_market,Daily Oja Oba Market,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10584459?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545984838068.jpg,akindele_ahmed,uuid:7e7024a3-e0a6-43d0-8140-1de1f5b60c0c,39344576,7e7024a3-e0a6-43d0-8140-1de1f5b60c0c,12/29/2018 6:53,81,,-1,,,2.01812E+11,1302,denironyx,369774
2018-12-28T09:16:28.592+01,2018-12-28T09:20:36.672+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,30,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.213611770934279 5.153225859754599 327.94655726423235 12.0,7.213611771,5.15322586,327.9465573,12,,open-market,yes,,mixed,yes,inorganic,unit-120-120,no,5,4/2/2018,7/27/2018,0,0,,,,not_satisfied,no,yes,no,,off_takers,Oja Oba,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10584460?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545985218292.jpg,akindele_ahmed,uuid:cd46fb4b-44d5-4292-88a8-d93106eb26e7,39344577,cd46fb4b-44d5-4292-88a8-d93106eb26e7,12/29/2018 6:53,82,,-1,,,2.01812E+11,248,denironyx,369774
2018-12-28T09:32:38.987+01,2018-12-28T09:41:35.181+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,46,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.213814464818634 5.155736563493167 346.26079922711807 6.0,7.213814465,5.155736563,346.2607992,6,rentage,open-market,yes,,continous,yes,inorganic,unit-100-100,no,20,5/28/2018,5/28/2019,16,200000,10,180000,200000,not_satisfied,no,yes,no,,open_market,Alade. Every four days market,yes,agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10584461?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545986376619.jpg,akindele_ahmed,uuid:8084b590-a3f3-4dd3-8f15-b1a60d0ae6f4,39344578,8084b590-a3f3-4dd3-8f15-b1a60d0ae6f4,12/29/2018 6:54,83,,-1,,,2.01812E+11,537,denironyx,369774
2018-12-28T09:42:52.301+01,2018-12-28T09:51:09.633+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,female,45,commercial,vegetables,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,7.212732547068012 5.155143148017796 331.6601612157536 16.0,7.212732547,5.155143148,331.6601612,16,rentage,open-market,yes,Army Barack,continous,yes,inorganic,unit-50-100,no,20,12/28/2018,1/28/2019,,,,,,satisfied,no,yes,no,,open_market,Oja Oba,yes,strongly_agree,strongly_agree,strongly_agree,http://classic.ona.io/api/v1/files/10584462?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1545987001131.jpg,akindele_ahmed,uuid:7cffc6e6-5b2a-4bea-b1fd-fd7d59ff58dc,39344582,7cffc6e6-5b2a-4bea-b1fd-fd7d59ff58dc,12/29/2018 6:54,84,,-1,,,2.01812E+11,497,denironyx,369774
2018-12-28T10:02:34.250+01,2018-12-28T10:20:45.402+01,12/28/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,52,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.211180617274846 5.154029945947922 349.2630468605711 6.0,7.211180617,5.154029946,349.2630469,6,rentage,open-market,yes,,continous,,,unit-50-100,no,77,10/28/2018,,,,,,,not_satisfied,no,yes,,,open_market,,yes,strongly_agree,strongly_agree,disagree,,akindele_ahmed,uuid:88796133-233e-4c68-8ea5-33baa0030c57,39344583,88796133-233e-4c68-8ea5-33baa0030c57,12/29/2018 6:54,85,,-1,,,2.01812E+11,1091,denironyx,369774
2018-12-29T09:30:03.003+01,2018-12-30T09:58:24.573+01,12/29/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,52,commercial,cassava,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.210807072835654 5.153711133025022 350.24135959583737 8.0,7.210807073,5.153711133,350.2413596,8,rentage,self_made,yes,,continous,no,,unit-120-120,no,20,6/21/2018,6/29/2019,25,500000,450000,500000,490000,not_satisfied,yes,yes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10587412?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1546073080570.jpg,akindele_mutiu,uuid:23165031-81b6-4d3f-9a9e-7e0011c59b94,39358025,23165031-81b6-4d3f-9a9e-7e0011c59b94,12/30/2018 9:13,86,,-1,,,2.01812E+11,88101,denironyx,369774
2018-12-29T09:49:45.517+01,2018-12-30T09:58:01.036+01,12/29/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,52,commercial,yam,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,7.210815961513833 5.153627321314047 342.19061525540286 16.0,7.210815962,5.153627321,342.1906153,16,rentage,open-market,yes,,shifting,no,,unit-100-100,no,20,12/28/2018,8/26/2019,10,1500000,1000000,1200000,980000,not_satisfied,yes,yes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10587413?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1546073812344.jpg,akindele_mutiu,uuid:335795d3-df69-4ff5-a59a-2009cf4e21dd,39358027,335795d3-df69-4ff5-a59a-2009cf4e21dd,12/30/2018 9:13,87,,-1,,,2.01812E+11,86896,denironyx,369774
2018-12-29T10:30:10.274+01,2018-12-30T10:10:37.314+01,12/29/2018,3.51696E+14,ON,akure_south,Oke-Aro,male,58,commercial,maize,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,7.20942799131186 5.1549556142486175 371.8171544724149 16.0,7.209427991,5.154955614,371.8171545,16,rentage,open-market,yes,,shifting,no,,unit-100-100,no,15,7/23/2018,10/29/2018,4,400000,350000,350000,320000,not_satisfied,yes,sometimes,no,,off_takers,,yes,agree,agree,agree,http://classic.ona.io/api/v1/files/10587415?filename=denironyx/attachments/369774_checklist_for_farmsense_data_collection/1546076790102.jpg,akindele_mutiu,uuid:c9fa4393-6073-4176-bef1-0a8fd9da648d,39358028,c9fa4393-6073-4176-bef1-0a8fd9da648d,12/30/2018 9:13,88,,-1,,,2.01812E+11,85227,denironyx,369774
